repo,pr_id,file_count,modified_files,modified_functions,total_additions,total_deletions,commit_messages
apache/spark,56978,6,"['core/src/main/resources/org/apache/spark/ui/static/log-view.js', 'core/src/main/scala/org/apache/spark/deploy/history/LogPage.scala', 'core/src/main/scala/org/apache/spark/deploy/master/ui/LogPage.scala', 'core/src/main/scala/org/apache/spark/deploy/worker/ui/LogPage.scala', 'core/src/main/scala/org/apache/spark/ui/DriverLogPage.scala', 'core/src/test/scala/org/apache/spark/deploy/history/LogPageSuite.scala']","['encodeURI', 'encodeLogParams']",71,5,"['[MINOR][UI] Encode query parameters when generating log page scripts\n\nThe log viewer pages assemble a query string from request parameters and\nembed it into an inline script literal. Encode that value for a JavaScript\nstring context using the bundled commons-text StringEscapeUtils, matching\nthe existing pattern in AllJobsPage, so the generated script stays\nwell-formed regardless of the parameter contents. Also sanitize the\nparameters on the client side in log-view.js, and add a regression test.\n\nCo-Authored-By: Claude Opus 4.8 (1M context) <noreply@anthropic.com>\nCo-Authored-By: Holden Karau <holden@pigscanfly.ca>\nCo-Authored-By: Holden Karau <holden.karau@snowflake.com>']"
apache/spark,56977,1,['sql/core/src/main/scala/org/apache/spark/sql/execution/Columnar.scala'],['advanceBatch'],36,6,"[""[SPARK-57909][SQL] Extract ColumnarToRow batch-advance machinery into a compiled helper\n\n### What changes were proposed in this pull request?\n\nMove the type-independent batch-advance machinery (release the current batch, fetch the next from\nthe input iterator, bump the metrics) out of ColumnarToRowExec's generated nextBatch into a compiled\nColumnarToRowExec.advanceBatch helper. The generated code keeps only the per-column vector casts.\nRelease-before-fetch order, exhaustion, mid-batch re-entry, and the limit cleanup are all preserved.\n\n### Why are the changes needed?\n\nPart of SPARK-56908 (reduce generated Java size in whole-stage codegen). ~-2.2% summed per-stage max\nmethod bytecode and ~-0.9% total generated source on a TPC-DS codegen dump, with every query\nshrinking.\n\n### Does this PR introduce any user-facing change?\n\nNo.\n\n### How was this patch tested?\n\nExisting WholeStageCodegenSuite, ParquetV1QuerySuite, ParquetV2QuerySuite exercise batch release,\nexhaustion, and re-entry through the parquet read paths.\n\nGenerated-by: Claude Code (Opus 4.8)""]"
apache/spark,56976,2,"['sql/core/src/main/scala/org/apache/spark/sql/execution/aggregate/HashAggregateExec.scala', 'sql/core/src/main/scala/org/apache/spark/sql/execution/aggregate/HashMapGenerator.scala']",['addFastHashMapCloseHook'],13,8,"['[SPARK-57908][SQL] Replace generated fast-hash-map TaskCompletionListener with a close-hook helper\n\n### What changes were proposed in this pull request?\n\nJanino cannot compile lambdas, so the per-map close hook was emitted as an anonymous\nTaskCompletionListener class. Replace it with a one-line call to a compiled helper\nHashAggregateExec.addFastHashMapCloseHook(AutoCloseable); the generated map class implements\njava.lang.AutoCloseable.\n\n### Why are the changes needed?\n\nPart of SPARK-56908 (reduce generated Java size in whole-stage codegen). Generated inner classes\n542 -> 271 (-50%) on a TPC-DS codegen dump; the anonymous listener was exactly half of them.\n\n### Does this PR introduce any user-facing change?\n\nNo.\n\n### How was this patch tested?\n\nExisting SingleLevelAggregateHashMapSuite, TwoLevelAggregateHashMapSuite,\nTwoLevelAggregateHashMapWithVectorizedMapSuite, WholeStageCodegenSuite, DataFrameAggregateSuite;\nthe close hook still fires once per task.\n\nGenerated-by: Claude Code (Opus 4.8)']"
apache/spark,56975,2,"['sql/core/src/main/java/org/apache/spark/sql/execution/aggregate/RowBasedAggregateHashMap.java', 'sql/core/src/main/scala/org/apache/spark/sql/execution/aggregate/RowBasedHashMapGenerator.scala']",['generateRowIterator'],155,51,"[""[SPARK-57907][SQL] Extract schema-independent fast-hash-map machinery into a shared base class\n\n### What changes were proposed in this pull request?\n\nMove the schema-independent boilerplate of the generated row-based fast hash map (fields,\nconstructor body, batch/bucket bookkeeping, rowIterator, close) into a new hand-written\nRowBasedAggregateHashMap Java base class. RowBasedHashMapGenerator now emits only a thin subclass\nwith the strongly-typed hot-path methods (findOrInsert, equals, hash) and a forwarding constructor.\n\n### Why are the changes needed?\n\nPart of SPARK-56908 (reduce generated Java size in whole-stage codegen). ~-4% of total generated\nsource on a TPC-DS codegen dump; the extracted machinery is JIT'd once per JVM.\n\n### Does this PR introduce any user-facing change?\n\nNo.\n\n### How was this patch tested?\n\nExisting SingleLevelAggregateHashMapSuite, TwoLevelAggregateHashMapSuite,\nTwoLevelAggregateHashMapWithVectorizedMapSuite, WholeStageCodegenSuite, DataFrameAggregateSuite.\n\nGenerated-by: Claude Code (Opus 4.8)""]"
apache/spark,56974,3,"['sql/catalyst/src/main/java/org/apache/spark/sql/catalyst/expressions/codegen/UnsafeRowWriter.java', 'sql/catalyst/src/main/scala/org/apache/spark/sql/catalyst/expressions/codegen/GenerateUnsafeProjection.scala', 'sql/catalyst/src/test/scala/org/apache/spark/sql/catalyst/expressions/codegen/UnsafeRowWriterSuite.scala']","['Some', 'writeNullable']",174,8,"['[SPARK-57905][SQL] Collapse null-guarded UnsafeRowWriter writes into a single writeNullable call\n\n### What changes were proposed in this pull request?\n\nAdd a `writeNullable(ordinal, value, isNull)` overload family to `UnsafeRowWriter` and collapse the\n`if (isNull) { setNullAt } else { write }` block that `GenerateUnsafeProjection` emits for every\nnullable column into a single call. The collapse is gated to already-evaluated variables/literals,\nso non-trivial value expressions and nested types keep the if/else form and stay lazily evaluated.\n\n### Why are the changes needed?\n\nPart of SPARK-56908 (reduce generated Java size in whole-stage codegen). ~-6.5% of total generated\nsource and ~-6.9% of summed per-stage max method bytecode on a TPC-DS codegen dump.\n\n### Does this PR introduce any user-facing change?\n\nNo.\n\n### How was this patch tested?\n\nUnsafeRowWriterSuite: new test covering writeNullable vs the setNullAt/write split across\nprimitives, strings, wide and compact decimals, and calendar intervals.\n\nGenerated-by: Claude Code (Opus 4.8)']"
apache/spark,56973,4,"['core/src/main/scala/org/apache/spark/internal/config/UI.scala', 'core/src/test/scala/org/apache/spark/ui/HttpSecurityFilterSuite.scala', 'docs/core-migration-guide.md', 'docs/security.md']",[],26,6,"['Change the default value of spark.ui.xXssProtection to 0', 'Address feedback']"
apache/spark,56972,2,"['dev/infra/Dockerfile', 'dev/spark-test-image/pypy-310/Dockerfile']",[],2,2,"['[SPARK-57872][INFRA][4.0] Pin `lxml==4.9.4` in Dockerfile for PyPy to recover branch-4.0 CI\n\n### What changes were proposed in this pull request?\nThis PR pins `lxml==4.9.4` in the PyPy `pip install` commands in `dev/infra/Dockerfile` and `dev/spark-test-image/pypy-310/Dockerfile` on branch-4.0.\n\n### Why are the changes needed?\nThe branch-4.0 base image build fails because pip pulls the newest `lxml`, which builds from source and requires the libxml2/libxslt development headers that are not available in the PyPy build stage:\n```\nError: Please make sure the libxml2 and libxslt development packages are installed.\nERROR: Failed to build \'lxml\' when getting requirements to build wheel\nERROR: process ""/bin/sh -c pypy3 -m pip install numpy \'six==1.16.0\' \'pandas==2.2.3\' scipy coverage matplotlib lxml"" did not complete successfully: exit code: 1\n```\n\nThis is the same failure fixed on master by [SPARK-56513](https://github.com/apache/spark/pull/55369), which pinned both `meson<1.11.0` and `lxml==4.9.4`. `meson` has since been fixed upstream, so only the `lxml` pin is needed here. `4.9.4` is consistent with the version specified in `.github/workflows/build_and_test.yml`.\n\n### Does this PR introduce _any_ user-facing change?\nNo.\n\n### How was this patch tested?\nCI.\n\n### Was this patch authored or co-authored using generative AI tooling?\nGenerated-by: Claude Code (Opus 4.8)']"
apache/spark,56971,2,"['sql/catalyst/src/main/scala/org/apache/spark/sql/catalyst/expressions/nullExpressions.scala', 'sql/catalyst/src/test/scala/org/apache/spark/sql/catalyst/expressions/NullExpressionsSuite.scala']",[],40,3,"['[SPARK-57902][SQL] Emit a ternary for 2-arg Coalesce with a non-nullable pure fallback\n\n### What changes were proposed in this pull request?\n\nFor `coalesce(a, b)` where `b` is non-nullable and its evaluation emits no code (a literal or\nan already-evaluated value), emit a single ternary instead of the general do-while block with a\nglobal mutable `isNull` field. The empty-code requirement preserves lazy evaluation.\n\n### Why are the changes needed?\n\nPart of SPARK-56908 (reduce generated Java size in whole-stage codegen). ~-2% of total\ngenerated source on a TPC-DS codegen dump, and one global mutable field removed per affected\ncoalesce.\n\n### Does this PR introduce any user-facing change?\n\nNo.\n\n### How was this patch tested?\n\nNullExpressionsSuite: new test for the ternary fast path; the SPARK-22705 test now uses three\nchildren to keep exercising the general path.\n\nGenerated-by: Claude Code (Opus 4.8)']"
apache/spark,56970,4,"['common/network-common/src/main/java/org/apache/spark/network/server/OneForOneStreamManager.java', 'common/network-common/src/main/java/org/apache/spark/network/server/StreamManager.java', 'common/network-common/src/main/java/org/apache/spark/network/server/TransportRequestHandler.java', 'common/network-common/src/test/java/org/apache/spark/network/server/OneForOneStreamManagerSuite.java']","['checkAuthorization', 'testStreamRequestAuthorization']",48,0,"['[SPARK-57889][CORE] Authorize StreamRequest consistently with ChunkFetchRequest in the transport layer\n\n### What changes were proposed in this pull request?\n`TransportRequestHandler.processStreamRequest` now calls `streamManager.checkAuthorization` before `openStream`, mirroring `ChunkFetchRequestHandler`. A `checkAuthorization(TransportClient, String)` overload is added to `StreamManager` (no-op default) and overridden in `OneForOneStreamManager` to parse the `""streamId_chunkIndex""` id and delegate to the existing `checkAuthorization(TransportClient, long)`.\n\n### Why are the changes needed?\nThe transport layer serves both `ChunkFetchRequest` and `StreamRequest` from the same `StreamManager`. `ChunkFetchRequestHandler` calls `streamManager.checkAuthorization` to enforce per-application ownership (`clientId == appId`), but `processStreamRequest` called `openStream` directly with no such check. Because `OneForOneStreamManager.openStream` addresses the same registered streams by their string id, a `StreamRequest` could read a stream that the `ChunkFetchRequest` path would have authorized. This adds the missing check so both paths enforce the same ownership when `spark.authenticate` is enabled.\n\n### Does this PR introduce _any_ user-facing change?\nNo. This is internal transport-layer authorization; like the existing `ChunkFetchRequest` check it enforces only for authenticated clients (non-null client id), and behavior is unchanged when authentication is disabled.\n\n### How was this patch tested?\nNew `OneForOneStreamManagerSuite.testStreamRequestAuthorization` (owner allowed, other-application rejected with `SecurityException`, null client id no-op). Existing `OneForOneStreamManagerSuite`, `TransportRequestHandlerSuite`, and `ChunkFetchRequestHandlerSuite` pass.\n\n### Was this patch authored or co-authored using generative AI tooling?\nGenerated-by: Claude Code (Opus 4.8)']"
apache/spark,56969,9,"['sql/catalyst/src/main/scala/org/apache/spark/sql/catalyst/expressions/datetimeExpressions.scala', 'sql/catalyst/src/main/scala/org/apache/spark/sql/catalyst/util/DateTimeUtils.scala', 'sql/catalyst/src/test/scala/org/apache/spark/sql/catalyst/expressions/DateExpressionsSuite.scala', 'sql/core/src/test/resources/sql-tests/analyzer-results/timestamp-ltz-nanos.sql.out', 'sql/core/src/test/resources/sql-tests/analyzer-results/timestamp-ntz-nanos.sql.out', 'sql/core/src/test/resources/sql-tests/inputs/timestamp-ltz-nanos.sql', 'sql/core/src/test/resources/sql-tests/inputs/timestamp-ntz-nanos.sql', 'sql/core/src/test/resources/sql-tests/results/timestamp-ltz-nanos.sql.out', 'sql/core/src/test/resources/sql-tests/results/timestamp-ntz-nanos.sql.out']","['monthsBetween', 'months_between', 'asTimestampNanosVal']",464,13,"['[SPARK-57819][SQL] Support nanosecond-precision timestamps in months_between', 'fix']"
apache/spark,56968,7,"['sql/catalyst/src/main/scala/org/apache/spark/sql/catalyst/expressions/datetimeExpressions.scala', 'sql/catalyst/src/main/scala/org/apache/spark/sql/catalyst/util/DateTimeUtils.scala', 'sql/catalyst/src/test/scala/org/apache/spark/sql/catalyst/expressions/DateExpressionsSuite.scala', 'sql/catalyst/src/test/scala/org/apache/spark/sql/catalyst/util/DateTimeUtilsSuite.scala', 'sql/core/src/test/resources/sql-tests/analyzer-results/time-bucket.sql.out', 'sql/core/src/test/resources/sql-tests/inputs/time-bucket.sql', 'sql/core/src/test/resources/sql-tests/results/time-bucket.sql.out']","['time_bucket', 'timeBucketYMIntervalNanos', 'timeBucketDTIntervalNanos', 'acceptsTsType']",532,22,['Support nanosecond-precision timestamps in time_bucket']
apache/spark,56967,6,"['sql/core/src/main/scala/org/apache/spark/sql/execution/EmptyRDDWithPartitions.scala', 'sql/core/src/main/scala/org/apache/spark/sql/execution/basicPhysicalOperators.scala', 'sql/core/src/main/scala/org/apache/spark/sql/execution/datasources/FileFormatWriter.scala', 'sql/core/src/main/scala/org/apache/spark/sql/execution/datasources/WriteFiles.scala', 'sql/core/src/main/scala/org/apache/spark/sql/execution/datasources/v2/BatchScanExec.scala', 'sql/core/src/main/scala/org/apache/spark/sql/execution/datasources/v2/WriteToDataSourceV2Exec.scala']",['EmptyRDDWithPartitions'],52,27,"['[SPARK-57885][SQL] Promote `EmptyRDDWithPartitions` to a top-level class', 'Address comments']"
apache/spark,56966,3,"['sql/catalyst/src/main/scala/org/apache/spark/sql/catalyst/xml/XmlInferSchema.scala', 'sql/catalyst/src/test/scala/org/apache/spark/sql/catalyst/xml/XmlInferSchemaTypeCastingSuite.scala', 'sql/core/src/test/scala/org/apache/spark/sql/execution/datasources/xml/XmlInferSchemaSuite.scala']",[],22,15,"['[SPARK-57884][SQL] Make XML schema inference honor preferDate, consistent with CSV\n\nXmlInferSchema.tryParseDouble/tryParseTime fell through to tryParseDate\nunconditionally, ignoring options.preferDate, so preferDate=false still inferred\nDateType for date-shaped values. Gate the date attempt on preferDate (matching\nCSVInferSchema): true -> attempt date, false -> skip to timestamp inference. TIME\ninference is unaffected. Update the preferDate tests accordingly.']"
apache/spark,56965,5,"['sql/core/src/main/scala/org/apache/spark/sql/execution/datasources/parquet/ParquetFilters.scala', 'sql/core/src/main/scala/org/apache/spark/sql/execution/datasources/parquet/types/ops/ParquetFilterOps.scala', 'sql/core/src/main/scala/org/apache/spark/sql/execution/datasources/parquet/types/ops/ParquetTypeOps.scala', 'sql/core/src/main/scala/org/apache/spark/sql/execution/datasources/parquet/types/ops/TimeTypeParquetOps.scala', 'sql/core/src/test/scala/org/apache/spark/sql/execution/datasources/parquet/types/ops/TimeTypeParquetOpsSuite.scala']","['makeLtEq', 'acceptsValue', 'toMicrosOrNull', 'makeNotEq', 'makeIn', 'FrameworkFilterOps', 'makeGt', 'makeEq', 'toMicros', 'unapply', 'makeLt', 'makeGtEq']",225,29,"['[SPARK-55444][SQL][FOLLOWUP] Route TimeType Parquet filter pushdown through the Types Framework\n\nFollow-up to the Types Framework Phase 3a Parquet work (SPARK-55444). Routes TimeType\'s Parquet\npredicate pushdown through the framework instead of the inline ParquetTimeMicrosType handling, so\nframework types get filter pushdown without per-type changes to ParquetFilters. TimeType was the\nlast Parquet integration point still hardcoded in ParquetFilters (schema/write/row-read/vectorized\nread already moved to ParquetTypeOps).\n\n- Add a ParquetFilterOps trait carrying a framework type\'s filter logic: the Parquet encoding it\n  owns (primitive + logical annotation), value acceptance, and the seven predicate builders\n  (eq/notEq/lt/ltEq/gt/gtEq/in).\n- Implement TimeTypeParquetOps.filterOps (LocalTime -> micros-of-day Long), identical to the\n  previous inline conversion, exposed via ParquetTypeOps.parquetFilterOps and the\n  ParquetTypeOps.filterOpsFor reverse lookup.\n- Replace the scattered ParquetTimeMicrosType arms in ParquetFilters\' seven make* PartialFunctions\n  and valueCanMakeFilterOn with a FrameworkFilterOps extractor (defined in ParquetFilters because\n  ParquetSchemaType is private).\n\nDispatch is keyed on the Parquet file\'s on-disk encoding (a reverse lookup), not the requested\nSpark type, because filter pushdown binds predicates to physical columns and the value converter\ndepends on the physical unit -- a forward DataType-keyed dispatch could build a micros-scaled\npredicate for a TIME(NANOS) file read as TimeType(6). This mirrors the existing physical-schema\ndispatch and keeps behavior byte-identical: the extractor matches only the canonical\nINT64 TIME(MICROS, isAdjustedToUTC=false) encoding that ParquetTimeMicrosType matched. NANOS\npushdown remains unsupported (unchanged). Timestamp/Decimal stay physical-keyed (not framework\ntypes).\n\nTested: TimeTypeParquetOpsSuite (+4 filter unit tests); ParquetV1FilterSuite and ParquetV2FilterSuite\n""SPARK-51687: filter pushdown - time"" pass unchanged.\n\nGenerated-by: Claude Code (Claude Opus 4.8)\n\nCo-authored-by: Isaac']"
apache/spark,56964,1,['core/src/test/scala/org/apache/spark/internal/plugin/PluginContainerSuite.scala'],[],6,2,['[SPARK-57883][CORE][TESTS] Fix `PluginContainerSuite` to check executor memory correctly']
apache/spark,56963,3,"['sql/connect/server/src/test/scala/org/apache/spark/sql/connect/SparkSessionBinder.scala', 'sql/core/src/test/scala/org/apache/spark/sql/SparkSessionBinder.scala', 'sql/core/src/test/scala/org/apache/spark/sql/test/PerTestSessionBinderSuite.scala']",[],84,7,"[""[SPARK-56505][SQL][TESTS] Make the classic session in SparkSessionBinderBase an overridable seam\n\nFollow-up to the SessionQueryTest refactor. SparkSessionBinderBase exposes the\nbound session via the abstract `spark`, but its per-test afterEach hook needs\nthe classic session (sharedState.cacheManager) and reads the trait's private\n_spark field directly. That hard-codes the assumption that the shared beforeAll\nsession is the one the hooks should act on, so a suite cannot bind a per-test\nsession (e.g. under OneInstancePerTest, where beforeAll never runs on the\nper-test instance and _spark stays null).\n\nPromote the classic session to an overridable `protected def classicSpark`\n(default = _spark) and route afterEach through it. connect.SparkSessionBinder's\nexisting private classicSpark becomes an override of it (no behavior change). Add\nPerTestSessionBinderSuite demonstrating a per-test cloned session via the\noverride.\n\nNo user-facing change; test-only."", '[SPARK-56505][SQL][TESTS][FOLLOWUP] Fix scalastyle line length in SparkSessionBinder\n\nReflow the classicSpark doc comment so no line exceeds 100 characters.\n\nCo-authored-by: Isaac']"
apache/spark,56962,2,"['sql/hive-thriftserver/src/main/java/org/apache/hive/service/cli/operation/GetCrossReferenceOperation.java', 'sql/hive-thriftserver/src/main/java/org/apache/hive/service/cli/operation/GetPrimaryKeysOperation.java']",['HivePrivilegeObject'],30,0,"[""[SPARK-57882][SQL] Enforce AuthV2 metadata authorization on GetPrimaryKeys and GetCrossReference operations\n\n### What changes were proposed in this pull request?\nAdd the `isAuthV2Enabled()/authorizeMetaGets()` authorization gate to `GetPrimaryKeysOperation.runInternal()` and `GetCrossReferenceOperation.runInternal()` in the Hive Thrift server, mirroring the pattern already used by the sibling `MetadataOperation` subclasses (`GetTablesOperation`, `GetColumnsOperation`, etc.). The check uses table-scoped `TABLE_OR_VIEW` privilege objects for the referenced table(s); `GetCrossReferenceOperation` handles the `getImportedKeys`/`getExportedKeys` cases where one side is null.\n\n### Why are the changes needed?\nWhen Hive AuthV2 authorization is configured (`hive.security.authorization.manager` set to a `HiveAuthorizerFactory` with authorization enabled), metadata operations gate metastore access through `authorizeMetaGets`. Every sibling `MetadataOperation` subclass does this, and Spark's own `SparkGet*Operation` classes do too. `GetPrimaryKeysOperation` and `GetCrossReferenceOperation` are the only metadata operations that omit the gate, and `SparkSQLOperationManager` does not override them, so the ungated Hive base implementations run. Consequently, with AuthV2 enabled, an authenticated client can read primary-/foreign-key schema metadata (table/column/key names, FK relationships) for tables that an AuthV2 policy denies via `getTables()`/`getColumns()`. This restores consistent authorization across all metadata operations.\n\n### Does this PR introduce _any_ user-facing change?\nOnly when Hive AuthV2 authorization is enabled: `DatabaseMetaData.getPrimaryKeys`/`getImportedKeys`/`getExportedKeys`/`getCrossReference` now perform the same authorization check as the other metadata calls, and access to unauthorized tables' key metadata is rejected. With authorization disabled (the default), behavior is unchanged.\n\n### How was this patch tested?\nCompiled `hive-thriftserver` and ran the existing `SparkMetadataOperationSuite` (15 tests, all passing). The gate is a no-op when authorization is disabled, which is the path the suite exercises, so behavior is unchanged there.\n\n### Was this patch authored or co-authored using generative AI tooling?\nGenerated-by: Claude Code (Opus 4.8)""]"
apache/spark,56961,3,"['sql/core/src/main/scala/org/apache/spark/sql/execution/basicPhysicalOperators.scala', 'sql/core/src/test/scala/org/apache/spark/sql/DataFrameSetOperationsSuite.scala', 'sql/core/src/test/scala/org/apache/spark/sql/connector/KeyGroupedPartitioningSuite.scala']",[],283,10,['[SPARK-57881][SQL] UnionExec outputPartitioning supports KeyedPartitioning']
apache/spark,56960,2,"['sql/catalyst/src/main/scala/org/apache/spark/sql/catalyst/expressions/variant/variantExpressions.scala', 'sql/catalyst/src/test/scala/org/apache/spark/sql/catalyst/expressions/variant/VariantExpressionSuite.scala']",['Success'],27,8,['init']
apache/spark,56959,2,"['common/utils/src/main/resources/error/error-conditions.json', 'sql/core/src/test/scala/org/apache/spark/sql/execution/streaming/MemorySinkSuite.scala']",[],29,0,"['[SPARK-57879][STREAMING] Add missing error class UNSUPPORTED_OPERATION_FOR_CONTINUOUS_MEMORY_SINK\n\nThree methods on ContinuousMemorySink (latestBatchData, dataSinceBatch, write) threw\nSparkUnsupportedOperationException with errorClass UNSUPPORTED_OPERATION_FOR_CONTINUOUS_MEMORY_SINK,\nbut that error class was never registered in error-conditions.json. Hitting any of those\npaths produced INTERNAL_ERROR (""Cannot find main error class \'...\'"") instead of the\nintended user-facing error. This registers the error class and adds tests covering all\nthree throw sites via MemorySinkSuite.\n\nCo-authored-by: Max Gekk <max.gekk@gmail.com>']"
apache/spark,56958,1,['dev/merge_spark_pr.py'],"['default_pick_branch', 'merged_refs_from_comments', 'get_input']",110,6,"['[SPARK-57795][INFRA][FOLLOWUP] Fix backport flow in merge_spark_pr.py: multi-branch, confirmation, and correct default\n\n### What changes were proposed in this pull request?\n\nFixes three problems in the already-merged (backport) path of `dev/merge_spark_pr.py`:\n\n1. It could only cherry-pick into a single branch, then exited. It now loops like the\n   normal-merge path so one run can fan out to several branches.\n2. It jumped straight into a cherry-pick with no per-branch confirmation. It now asks\n   ""Would you like to pick ... into another branch? (y/N)"" before each pick, matching the\n   normal-merge path.\n3. The default target was always the highest-ranked branch (e.g. branch-4.x) even when the\n   commit already landed there. It now reads the PR\'s ""Merge Summary"" comments (the ground\n   truth this script posts) to skip branches that already contain the commit, and warns if\n   such a branch is typed explicitly.\n\nAdditionally, both the backport and normal-merge paths now compute the default pick target\nvia a new `default_pick_branch` helper that clamps the default to a branch ranking strictly\nbelow the PR\'s target branch (backports flow downward). This stops a PR merged into, e.g.,\nbranch-4.1 from defaulting to branch-4.x.\n\nThe merge-summary comment parser matches on the stable ""merge_spark_pr.py"" attribution\nsubstring, so it tolerates both the current ""**Merge Summary:** ... *Posted by ...*"" layout\nand the earlier ""**Merge summary** (posted by ...)"" one.\n\n### Why are the changes needed?\n\nBackporting an already-merged PR to older maintenance branches was error-prone: no way to\ntarget multiple branches in one run, no confirmation before merging, and a default branch\nthat was frequently wrong (suggesting a branch that already had the commit, or a\nforward-port up the tree).\n\n### Does this PR introduce _any_ user-facing change?\n\nNo. This is a committer tooling change only.\n\n### How was this patch tested?\n\nAdded doctests for `default_pick_branch`; existing doctests pass. Verified the\nmerge-summary comment parser against both the current and previous comment formats, and\nsimulated the default-branch selection across master / branch-M.x / branch-M.N targets.\n\nGenerated-by: Claude Code']"
apache/spark,56957,5,"['core/src/main/scala/org/apache/spark/internal/config/package.scala', 'core/src/main/scala/org/apache/spark/scheduler/TaskAssignmentStrategy.scala', 'core/src/main/scala/org/apache/spark/scheduler/TaskSchedulerImpl.scala', 'core/src/test/scala/org/apache/spark/scheduler/TaskSchedulerImplSuite.scala', 'docs/configuration.md']","['prepare', 'next', 'taskLaunched', 'create']",335,36,"['Add task assignment strategy to support binpack/balance task scheduling', 'docs', 'fix']"
apache/spark,56956,1,['docs/sql-ref-datatypes.md'],[],1,0,['[SPARK-57808][DOCS] Document the microsecond-only limitation of typed encoders and UDFs for nanosecond timestamps\n\nAdd a SQL reference note describing how typed encoders and typed UDFs bind Instant and LocalDateTime values to microsecond timestamp types. Point users to explicit nanosecond timestamp schemas with Row or Encoders.row(schema) when they need to preserve nanoseconds.']
apache/spark,56955,1,['docs/sparkr.md'],[],7,0,"[""[SPARK-57807][R][DOCS] Document that SparkR does not support nanosecond-precision timestamp types\n\nSparkR maps only the microsecond timestamp type to POSIXct via PRIMITIVE_TYPES and has no awareness of TimestampNTZNanosType / TimestampLTZNanosType, so nanosecond-precision timestamp columns cannot round-trip through SparkR schema and collect. Document this known limitation in the SparkR guide's data type mapping section, per the decision on SPARK-56822 not to add SparkR support.""]"
apache/spark,56954,1,['common/unsafe/src/main/java/org/apache/spark/unsafe/Platform.java'],[],10,4,['[SPARK-57877][CORE] DirectByteBuffer cleaner support Java 26']
apache/spark,56953,3,"['core/src/main/scala/org/apache/spark/ContextCleaner.scala', 'core/src/test/scala/org/apache/spark/ContextCleanerSuite.scala', 'docs/configuration.md']",[],16,3,['[SPARK-57873][CORE] Support disabling ContextCleaner periodic GC via non-positive interval']
apache/spark,56952,1,['common/unsafe/src/main/java/org/apache/spark/unsafe/Platform.java'],[],21,11,"[""[SPARK-XXXXX][CORE] Tolerate missing jdk.internal.ref.Cleaner on JDK 26+\n\nPlatform's static initializer treated any failure to load\njdk.internal.ref.Cleaner as fatal, wrapping it in an IllegalStateException\nthat aborted class init. On JDK 26 the class was removed outright\n(ClassNotFoundException) rather than merely made inaccessible, which wasn't\nhandled the same way as the existing --add-opens-denied case, so\nSparkContext creation failed with ExceptionInInitializerError.\n\nNow ClassNotFoundException/NoSuchMethodException from the Cleaner lookup\nfalls back to CLEANER_CREATE_METHOD = null, same as when reflective access\nis denied. Direct-buffer allocation already checks for null and simply\nskips the eager-cleanup optimization, relying on normal GC instead.""]"
apache/spark,56951,10,"['sql/catalyst/src/main/scala/org/apache/spark/sql/catalyst/analysis/TimeWindowResolution.scala', 'sql/catalyst/src/main/scala/org/apache/spark/sql/catalyst/expressions/SessionWindow.scala', 'sql/catalyst/src/main/scala/org/apache/spark/sql/catalyst/expressions/TimeWindow.scala', 'sql/core/src/main/scala/org/apache/spark/sql/execution/aggregate/MergingSessionsIterator.scala', 'sql/core/src/main/scala/org/apache/spark/sql/execution/aggregate/SessionNanosHelper.scala', 'sql/core/src/main/scala/org/apache/spark/sql/execution/aggregate/UpdatingSessionsIterator.scala', 'sql/core/src/test/resources/sql-tests/analyzer-results/time-window.sql.out', 'sql/core/src/test/resources/sql-tests/results/time-window.sql.out', 'sql/core/src/test/scala/org/apache/spark/sql/DataFrameSessionWindowingSuite.scala', 'sql/core/src/test/scala/org/apache/spark/sql/DataFrameTimeWindowingSuite.scala']","['nanosPrecision', 'timestampToLong', 'windowTimeExtractionExpression', 'getSessionEndNanos', 'setSessionEnd', 'sessionEndPrecision', 'getSessionStartNanos', 'longToTimestamp', 'scaleDuration', 'StructType', 'isSessionNanos', 'isNanosType']",510,37,"['[SPARK-57829][SQL] Support window, session_window and window_time over nanosecond-precision timestamps', '[SPARK-57829][SQL] Use DayTimeIntervalType instead of legacy CalendarIntervalType for nanosecond windows', '[SPARK-57829][SQL] Regenerate time-window.sql golden for expanded accepted-types error']"
